Status;Distance Macro;Distance Micro;Magnitude Macro;Magnitude Micro;
1;159;0;2533;0;
1;130;0;801;0;
1;129;0;2124;0;
1;130;0;3960;0;
1;136;0;2153;0;
1;128;0;1854;0;
1;118;0;3856;0;
1;116;0;2944;0;
1;109;0;1766;0;
1;97;0;1990;0;
1;94;0;1598;0;
1;104;0;2397;0;
1;104;0;1491;0;
1;103;0;3727;0;
1;104;0;3761;0;
1;96;0;1839;0;
1;88;0;2789;0;
1;87;0;1956;0;
1;85;0;1657;0;
1;83;0;2102;0;
1;84;0;3979;0;
1;85;0;2844;0;
1;84;0;1261;0;
1;85;0;2041;0;
1;85;0;2204;0;
1;84;0;2713;0;
1;84;0;1954;0;
1;84;0;631;0;
1;85;0;3330;0;
1;86;0;1629;0;
1;86;0;1534;0;
1;87;0;2351;0;
1;87;0;3346;0;
1;85;0;3560;0;
1;85;0;741;0;
1;86;0;1548;0;
1;86;0;2982;0;
1;86;0;3232;0;
1;86;0;1313;0;
1;85;0;1051;0;
1;86;0;1422;0;
1;87;0;2645;0;
1;89;0;1822;0;
1;88;0;2438;0;
1;87;0;928;0;
1;87;0;1705;0;
1;88;0;2290;0;
1;89;0;1369;0;
1;90;0;2613;0;
1;89;0;2586;0;
1;87;0;2995;0;
1;86;0;865;0;
1;84;0;2033;0;
1;86;0;1187;0;
1;88;0;1688;0;
1;86;0;2380;0;
1;86;0;3326;0;
1;87;0;1304;0;
1;88;0;2361;0;
1;89;0;463;0;
1;87;0;878;0;
1;87;0;988;0;
1;86;0;1790;0;
1;87;0;1390;0;
1;87;0;2766;0;
1;85;0;1165;0;
1;84;0;2385;0;
1;85;0;1349;0;
1;85;0;2708;0;
1;85;0;1024;0;
1;88;0;1520;0;
1;87;0;3963;0;
1;87;0;2104;0;
1;87;0;2321;0;
1;88;0;1659;0;
1;86;0;3049;0;
1;85;0;436;0;
1;85;0;2524;0;
1;86;0;2625;0;
1;85;0;768;0;
1;84;0;2812;0;
1;83;0;731;0;
1;85;0;2722;0;
1;85;0;1089;0;
1;84;0;5009;0;
1;82;0;1465;0;
1;82;0;3421;0;
1;82;0;418;0;
1;83;0;1827;0;
1;85;0;3763;0;
1;85;0;1172;0;
1;85;0;752;0;
1;87;0;3135;0;
1;90;0;2179;0;
1;91;0;2248;0;
1;90;0;3251;0;
1;91;0;2220;0;
1;89;0;1539;0;
1;91;0;1646;0;
1;88;0;2888;0;
1;85;0;1872;0;
1;85;0;1664;0;
1;85;0;1134;0;
1;89;0;2468;0;
1;86;0;2924;0;
1;87;0;1548;0;
1;87;0;1435;0;
1;89;0;2826;0;
1;90;0;1059;0;
1;91;0;1540;0;
1;89;0;1382;0;
1;91;0;1508;0;
1;90;0;2383;0;
1;91;0;3488;0;
1;91;0;3140;0;
1;89;0;2090;0;
1;88;0;1802;0;
1;88;0;3400;0;
1;89;0;1090;0;
1;87;0;1758;0;
1;84;0;2030;0;
1;85;0;1297;0;
1;84;0;1950;0;
1;84;0;1720;0;
1;83;0;782;0;
1;84;0;1264;0;
1;84;0;2336;0;
1;84;0;1449;0;
1;87;0;1977;0;
1;86;0;2310;0;
1;88;0;2094;0;
1;90;0;2196;0;
1;89;0;2281;0;
1;90;0;1536;0;
1;88;0;1490;0;
1;89;0;1908;0;
1;86;0;2212;0;
1;86;0;1564;0;
1;85;0;771;0;
1;84;0;1449;0;
1;84;0;1839;0;
1;85;0;1304;0;
1;86;0;3124;0;
1;85;0;1806;0;
1;87;0;629;0;
1;88;0;964;0;
1;88;0;1577;0;
1;87;0;2525;0;
1;84;0;2388;0;
1;83;0;2443;0;
1;82;0;3757;0;
1;81;0;1582;0;
1;79;0;2532;0;
1;77;0;3167;0;
1;76;0;1655;0;
1;79;0;3663;0;
1;81;0;4189;0;
1;84;0;1395;0;
1;84;0;3274;0;
1;84;0;1278;0;
1;86;0;862;0;
1;85;0;1776;0;
1;84;0;2582;0;
1;84;0;1293;0;
1;84;0;2966;0;
1;84;0;3124;0;
1;84;0;1148;0;
1;85;0;2547;0;
1;85;0;1927;0;
1;86;0;1228;0;
1;84;0;1658;0;
1;85;0;1509;0;
1;85;0;1764;0;
1;84;0;3176;0;
1;86;0;979;0;
1;89;0;1423;0;
1;86;0;1160;0;
1;84;0;1857;0;
1;89;0;1173;0;
1;91;0;2259;0;
1;89;0;2552;0;
1;86;0;2590;0;
1;84;0;437;0;
1;88;0;2595;0;
1;86;0;2047;0;
1;86;0;2767;0;
1;86;0;4820;0;
1;89;0;619;0;
1;90;0;2486;0;
1;91;0;2058;0;
1;91;0;2870;0;
1;91;0;3335;0;
1;90;0;903;0;
1;89;0;1270;0;
1;87;0;1145;0;
1;87;0;583;0;
1;86;0;2107;0;
1;86;0;3803;0;
1;84;0;1423;0;
1;83;0;2252;0;
1;83;0;855;0;
1;85;0;2063;0;
1;87;0;2303;0;
1;87;0;1618;0;
1;89;0;2222;0;
1;89;0;2416;0;
1;90;0;850;0;
1;87;0;788;0;
1;85;0;1201;0;
1;85;0;1080;0;
1;86;0;1733;0;
1;86;0;937;0;
1;86;0;2010;0;
1;86;0;985;0;
1;89;0;1764;0;
1;92;0;829;0;
1;93;0;1560;0;
1;92;0;2695;0;
1;92;0;2018;0;
1;91;0;1546;0;
1;91;0;2106;0;
1;89;0;2036;0;
1;89;0;1052;0;
1;87;0;1565;0;
1;87;0;3980;0;
1;87;0;1980;0;
1;89;0;3077;0;
1;89;0;1705;0;
1;88;0;1829;0;
1;88;0;2859;0;
1;86;0;1934;0;
1;88;0;1653;0;
1;87;0;801;0;
1;83;0;2240;0;
1;83;0;1546;0;
1;84;0;1219;0;
1;83;0;1149;0;
1;84;0;3169;0;
1;86;0;978;0;
1;85;0;2730;0;
1;87;0;700;0;
1;89;0;3733;0;
1;88;0;839;0;
1;89;0;1468;0;
1;90;0;2326;0;
1;88;0;1789;0;
1;88;0;1727;0;
1;89;0;1217;0;
1;88;0;742;0;
1;91;0;1915;0;
1;89;0;1381;0;
1;91;0;661;0;
1;90;0;617;0;
1;91;0;291;0;
1;91;0;291;0;
1;94;0;470;0;
1;110;0;547;0;
1;118;0;341;0;
1;122;0;287;0;
1;122;0;287;0;
1;127;0;297;0;
1;128;0;190;0;
1;128;0;190;0;
1;149;0;215;0;
1;199;0;271;0;
1;244;0;224;0;
1;302;0;279;0;
1;326;0;219;0;
1;358;0;212;0;
1;392;0;237;0;
1;405;0;201;0;
1;405;0;380;0;
1;406;0;253;0;
1;406;0;147;0;
1;407;0;301;0;
1;408;0;394;0;
1;408;0;143;0;
1;408;0;171;0;
1;408;0;299;0;
1;410;0;122;0;
1;408;0;180;0;
1;408;0;180;0;
1;408;0;180;0;
1;407;0;264;0;
1;405;0;213;0;
1;407;0;171;0;
1;410;0;120;0;
1;412;0;261;0;
1;413;0;180;0;
1;412;0;249;0;
1;412;0;249;0;
1;413;0;217;0;
1;414;0;151;0;
1;413;0;135;0;
1;415;0;172;0;
1;415;0;172;0;
1;415;0;172;0;
1;416;0;123;0;
1;416;0;165;0;
1;414;0;207;0;
1;413;0;127;0;
1;416;0;365;0;
1;416;0;365;0;
1;418;0;190;0;
1;418;0;294;0;
1;417;0;186;0;
1;417;0;186;0;
1;416;0;223;0;
1;415;0;141;0;
1;415;0;141;0;
1;415;0;141;0;
1;415;0;141;0;
2;0;402;0;3850;
1;413;0;207;0;
1;412;0;262;0;
1;377;0;522;0;
1;325;0;203;0;
1;278;0;443;0;
1;245;0;128;0;
1;213;0;296;0;
1;197;0;411;0;
1;116;0;310;0;
1;83;0;339;0;
1;83;0;440;0;
1;83;0;422;0;
1;83;0;395;0;
1;83;0;383;0;
1;82;0;646;0;
